ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
650,Man,39,West-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{VLD},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,"dat er teveel geld wordt uitgegeven aan migratie en andere vreemden en dit geld in 1ste instantie moet gaan naar ons eigen volk die wel al jaar en dag hun bijdrage hebben gedaan en niet aan de profiteurs die hier aankomen , niks va moeite doen om de taal te leren en zich gaan gedragen op de wijze van waar ze komen, weliswaar daar weg gegaan om dat het niet ging mar zich aanpassen aan de maatschappij is teveel gevraagd, nog maar zwijgend om de taal te leren of te gaan werken .",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,andere voorzitter = andere naam,Leiderschap: Conner,andere naam= zelfde zienswijze,,Marketingstunt,Evenwichtig,niks,Geen
512,Man,76,Antwerpen,GROTE agglomeraties,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Niet stemmen,"{Groen,N-VA,VB}",sp.a,,,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,covid19,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,geen,Geen,armoe,,Marketingstunt,Negatief,in niets : oude wijn in nieuwe zakken,Marketingstunt
751,Man,67,Antwerpen,Stedelijke gemeenten,"licentiaat, master, postgraduaat",Gepensioneerde,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Vooruit,"{N-VA,VB,VLD}",sp.a,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Dualiteit tussen zij die hebben en zij die niet hebben,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"rechtvaardigheid, solidariteit, armoedebestrijding, gelijke kansen, structureel",Kernthema's (armoedebestrijding),"basis nog beter betrekken, voeling met de basis moet beter, teveel arbeiders stemmen Vlaams Blok = taak Vooruit om ze terug te winnen",,Divers,Evenwichtig,momenteel weinig. Moet een 'beweging' worden in plaats van louter partij. Vooruit zal opener zijn voor iedereen.,DG: breder
1141,Man,69,West-Vlaanderen,Andere gemeenten,lager algemeen secundair onderwijs (1ste 3 jaar),Gepensioneerde,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Vooruit,{VB},sp.a,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"het niet opvolgen van de corona-maatregels ,meestal door jongeren",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,,Nee,Nee,Nee,Nee,Ja,weet niet,Geen idee,beetje misplaatst om een bestaande naam te gebruiken,,Gestolen naam,Negatief,mocht voor mij sp.a blijven,Geen
564,Man,59,Limburg,Andere gemeenten,hoger secundair beroepsonderwijs (BSO),Geschoold arbeider,Nee,Nee,Ja,Ja,Nee,Nee,Ja,N-VA,"{CD&V,VB}",N-VA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,teveel ministers in teveel regeringen die onderling niks anders doen dan dwarsliggen en zwarte pieten doorschuiven!,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,gewoon belachelijk,Geen,belachelijk,,Slechte naamkeuze,Negatief,maakt niet uit/ vooruit klinkt meer als slogan dan politieke partij!,Marketingstunt
180,Vrouw,34,Antwerpen,GROTE agglomeraties,hoger secundair technisch of artistiek onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Criminele buitenlanders,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,,,,Nee,Nee,,,,,,,,Ja,,,Ja,,,,,geen,Geen,belachelijk,,Alles,Negatief,naam,Naam
86,Man,44,Vlaams-Brabant,Sekundaire gemeenten,"licentiaat met aanvullend diploma, MaNaMa","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,{PVDA},N-VA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,incompetente politici,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,geen,Geen,belachelijk,,Alles,Negatief,niets,Geen
825,Vrouw,32,Antwerpen,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,"Middenkader, verantwoordelijk voor 5 werknemers of minder",Ja,Nee,Ja,Ja,Ja,Nee,Nee,VB,{CD&V},N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,economie,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,,Ja,,Ja,,,Ja,Nee,Ja,Ja,Nee,geen,Geen,belachelijk,,Alles,Negatief,niets,Geen
1086,Vrouw,39,Vlaams-Brabant,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Ja,Ja,Ja,Nee,Ja,Ja,N-VA,{VB},Weet niet,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Redelijk vertrouwen,economie corona!!,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,Nee,,Nee,,Nee,,Nee,Ja,Ja,Nee,Nee,geen,Geen,belachelijk,,Alles,Negatief,niets,Geen
371,Man,74,West-Vlaanderen,Stedelijke gemeenten,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,"{Vooruit,VLD}",N-VA,,,Weinig vertrouwen,Helemaal geen vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,onbekwame leiders,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Nee,"belachelijk, er zijn andere noden!",Geen,belachelijk en eigenbelang eerst,Opportunistisch,Opportunistisch,Negatief,buiten de nieuwe voorzitter uit niets,Leiders: nieuw
760,Man,50,Limburg,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Nee,Nee,Ja,PVDA,{Groen},N-VA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"een kluwen van regeringen, veel te veel postjes, corruptie, het land en de bevolking komen niet op de eerste plaats",Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,,Nee,Nee,Nee,Nee,,Nee,Nee,Ja,Nee,Nee,geen enkele,Geen,belachelijk gekozen,,Slechte naamkeuze,Negatief,geen verschil,Geen
327,Vrouw,46,Vlaams-Brabant,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{VB,PVDA}",N-VA,,,Weinig vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,gezondheidscrisis,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,,,,,Nee,,Ja,Nee,Nee,Nee,Nee,geen enkel,Geen,belachelijk idee,,zinloze naamsverandering,Negatief,geen enkel,Geen
896,Man,58,Antwerpen,GROTE agglomeraties,lager algemeen secundair onderwijs (1ste 3 jaar),Niet-geschoold arbeider,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,CD&V,Vooruit,VLD,PVDA}",N-VA,,,Redelijk vertrouwen,Veel vertrouwen,Veel vertrouwen,Veel vertrouwen,immigratie,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Ja,Nee,Nee,Nee,,Nee,Nee,Nee,,Nee,,,Ja,Ja,Nee,Nee,Nee,belachelijk dat de zaal in Gent moet veranderen,Geen,belachelijk om zo'n naam te nemen,,Gestolen naam,Negatief,niets,Geen
683,Man,53,West-Vlaanderen,Stedelijke gemeenten,hoger algemeen secundair onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Nee,Nee,Ja,PVDA,"{Groen,CD&V,N-VA,Vooruit,VB,VLD}",PVDA,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,teveel politici,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,ik heb hier geen positieve woorden voor,Geen,belachelijk om zomaar een naam te stelen in eigen belang,,Gestolen naam,Negatief,niks,Geen
239,Man,41,Limburg,Andere gemeenten,"kandidaat, bachelor, graduaat",Niet-geschoold arbeider,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Weet niet,"{Groen,CD&V,Vooruit,VLD,PVDA}",Weet niet,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"islamitisering, de blanke man is buitenlander in eigen land!",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,,,,,,,,Nee,,Nee,,,,,,,Ja,,,,,geen enkel,Geen,bende zakkenvullers,,Zakkenvullers,Negatief,ze beginnen van 0 af aan om hun zakken opnieuw te vullen,Slechter
645,Man,40,Antwerpen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Ja,Nee,Ja,Nee,Ja,VB,{VLD},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Dictatuur,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,achteruit,Geen,bitches,,Alles,Negatief,niks,Geen
83,Man,63,Antwerpen,GROTE agglomeraties,"kandidaat, bachelor, graduaat",Arbeidsongeschikt,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Groen,"{N-VA,VB,PVDA}",Groen,,,Redelijk vertrouwen,Veel vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,de pandemie over de hele wereld,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,"dit was eigenlijk overbodig , verander het systeem van politiek voeren , ontgoochel je herkomst niet",Geen,blijf jezelf aub,,Marketingstunt,Negatief,facade,Marketingstunt
276,Man,69,West-Vlaanderen,Stedelijke gemeenten,"licentiaat met aanvullend diploma, MaNaMa",Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Ja,Nee,N-VA,"{Groen,Vooruit,PVDA}",N-VA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Veel vertrouwen,staatsschuld,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,geen,Geen,blijven rode rakkers,,Marketingstunt,Negatief,"in niets, enkel de naam verschilt uit overlevingsstrategie",Marketingstunt
706,Man,65,Antwerpen,Andere gemeenten,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Nee,Ja,Nee,N-VA,"{Groen,CD&V,Vooruit,VB,PVDA}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Veel vertrouwen,migratie,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,,,Nee,Ja,Ja,Ja,Nee,Ja,geen,Geen,brol,,Alles,Negatief,niets,Geen
862,Vrouw,52,Antwerpen,Andere gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",VB,,,Weinig vertrouwen,Helemaal geen vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,"migratie en criminaliteit , samen met een niet verkozen , zelfuitgeroepen regering",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,,Nee,Nee,Nee,Nee,Ja,Ja,,Nee,Ja,Nee,Ja,Nee,daar zijn gen positieve woorden voor deze naieve populistische partij,Geen,"communistisch, naief, immigratievriendjes, creeeren van nieuwe en hoge belastingen, afschaffen van bonussen , zakkergraaiers",,Naïef,Negatief,geen,Geen
521,Man,68,Antwerpen,GROTE agglomeraties,hoger algemeen secundair onderwijs,Gepensioneerde,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Groen,{VB},CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,corona,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,sociaal vooruitstrevend,Innovatie - Vernieuwing,conservatief,,Conservatief,Evenwichtig,jong en dynamisch,Imago: jong
1094,Man,54,West-Vlaanderen,Stedelijke gemeenten,lager algemeen secundair onderwijs (1ste 3 jaar),Niet-geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,corruptie en migratie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,geen positieve woorden,Geen,corrupte partij,,Schandalen,Negatief,"niets, blijft corrupt",Geen
800,Vrouw,71,Vlaams-Brabant,Sekundaire gemeenten,hoger algemeen secundair onderwijs,Gepensioneerde,Ja,Nee,Nee,Ja,Nee,Nee,Ja,PVDA,{VB},PVDA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,de kloof tussen arm en rijk die steeds groter word,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Ja,Ja,Ja,Ja,,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ik vind die verandering van naam niet nodig,Geen,dat die naamsverandering niet nodig was.,,zinloze naamsverandering,Negatief,In niets,Geen
1019,Man,31,Limburg,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD}",PVDA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"Er is meer dan 1 probleem. Migratie, corruptie, wanbeleid, blm/woke onzin, De huidige regering grijpt de macht en negeert miljoenen kiezers, is corrupt, gooit onverantwoordelijk met geld en subsidies, politiekers gunnen zichzelf alles en de bevolking draait er voor op. Veel te lage lonen voor de bevolking dankzij veel te hoge belastingdruk. Migranten krijgen veel te hoge uitkeringen, hoger dan de eigen bevolking, en daarbovenop onmiddellijk sociale huisvesting terwijl de eigen bevolking in de kou blijft staan. Migratie kost de belastingbetaler, mede daarom, ook nog bakken geld. Daling van het onderwijsniveau en stijging van criminaliteit. Dankzij omvolking en migratie. Onze eigen cultuur wordt de kop ingedrukt door de blm en de woke onzin. blm betogingen mogen en daar word niet ingegrepen ondanks de criminele feiten en plunderingen. Normale andere en vreedzame betogingen grijpt de politie disproportioneel in. Corruptie in justitie. Er zijn veel te veel politiekers en regeringen welke onnoemelijk veel geld kosten. ...",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,geen,Geen,dat voor deze naamsverandering belastinggeld is gebruikt.,,Kostprijs naam,Negatief,Nergens. Socialisten zijn en blijven socialisten.,Geen
777,Man,72,Antwerpen,GROTE agglomeraties,hoger algemeen secundair onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,{VLD},N-VA,,,Redelijk vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Ongelijkheid neemt elke dag toe !,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Blijven proberen zonder transparantie.,Geen,"dat ze niet kunnen bewijzen, dat de ongelijkheid elke dag groter wordt.",,Ontbreekt daadkracht,Negatief,geen verschil,Geen
264,Vrouw,48,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Ja,Ja,Nee,Nee,VB,{PVDA},VB,,,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,er wordt teveel geld gegeven aan de horeca met de coronacrisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,niks possitief,Geen,ddddddddddd,,Ongeldig,Negatief,ddddddddddd,Geen
268,Man,48,West-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Middenkader, verantwoordelijk voor 6 werknemers of meer",Ja,Ja,Nee,Ja,Nee,Ja,Nee,Groen,"{N-VA,VB,PVDA}",sp.a,te woelig parcours de laatste maanden,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Corona crisis onder controle krijgen en financieel er terug bovenop komen na de crisis,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,"sociaal, begaan met de mens",Sociaal,de laatste maanden niet zo stabiel,,Ontbreekt daadkracht,Evenwichtig,niks,Geen
805,Vrouw,47,Antwerpen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Ja,Nee,Nee,Ja,Ja,Nee,VB,{Vooruit},CD&V,,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,"te veel politiekers, te veel partijen, te veel ministers, te weinig controle ook op de buitenlanders die hier komen profiteren",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Ja,Nee,,Ja,,Nee,Nee,Nee,Ja,Nee,Ja,ik heb daar geen positieve woorden voor,Geen,de meest belachelijke naamsverandering ooit,,Slechte naamkeuze,Negatief,niets,Geen
1003,Man,52,Vlaams-Brabant,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Werkloos,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,Vooruit,VLD,PVDA}",N-VA,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,de economie die kreunt onder de luiheid van de meer en meer toegelaten migranten,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,ge kunt uw naam veranderen maar het (rot)karakter blijft,Geen,de meeste rode dromen zijn bedrog,,Ontbreekt daadkracht,Negatief,niks noppes nulkommanul,Geen
