ID,Gender,Leeftijd,Provincie,Habitat,Opleiding,Beroep,Pot Groen,Pot CD&V,Pot N-VA,Pot Vooruit,Pot VB,Pot VLD,Pot PVDA,Voorkeur,Aversie,Stem 2019,Waarom sp.a in 2019 maar nu niet Vooruit?,Waarom niet sp.a in 2019 maar nu wel?,Vertrouwen BEL regering,Vertrouwen De Croo,Vertrouwen VLA regering,Vertrouwen Jambon,Grootste probleem is waarmee ons land momenteel wordt geconfronteerd?,Conner Rousseau: Kent u ... ?,Meryame Kitir: Kent u ... ?,Frank Vandenbroucke: Kent u ... ?,Vincent Van Quickenborne: Kent u ... ?,Alexander De Croo: Kent u ... ?,Bart Somers: Kent u ... ?,Egbert Lachaert: Kent u ... ?,Hilde Crevits: Kent u ... ?,Joachim Coens: Kent u ... ?,Wouter Beke: Kent u ... ?,Annelies Verlinden: Kent u ... ?,Meyrem Almaci: Kent u ... ?,Petra De Sutter: Kent u ... ?,Tom Van Grieken: Kent u ... ?,Dries Van Langenhove: Kent u ... ?,Peter Mertens: Kent u ... ?,Bart De Wever: Kent u ... ?,Jan Jambon: Kent u ... ?,Theo Francken: Kent u ... ?,Ben Weyts: Kent u ... ?,Zuhal Demir: Kent u ... ?,Conner Rousseau: Potentieel,Meryame Kitir: Potentieel,Frank Vandenbroucke: Potentieel,Vincent Van Quickenborne: Potentieel,Alexander De Croo: Potentieel,Bart Somers: Potentieel,Egbert Lachaert: Potentieel,Hilde Crevits: Potentieel,Joachim Coens: Potentieel,Wouter Beke: Potentieel,Annelies Verlinden: Potentieel,Meyrem Almaci: Potentieel,Petra De Sutter: Potentieel,Tom Van Grieken: Potentieel,Dries Van Langenhove: Potentieel,Peter Mertens: Potentieel,Bart De Wever: Potentieel,Jan Jambon: Potentieel,Theo Francken: Potentieel,Ben Weyts: Potentieel,Zuhal Demir: Potentieel,Positieve woorden om Vooruit (vroeger sp.a) te omschrijven?,Label positieve woorden Vooruit,Negatieve woorden Vooruit (vroeger sp.a) te omschrijven?,Kolom,Label negatieve woorden Vooruit,Overall sentiment,Waarin verschilt Vooruit volgens u van sp.a?,Label verschil
1142,Man,29,Limburg,Stedelijke gemeenten,hoger secundair technisch of artistiek onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,{Vooruit},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Ecologische technologie,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,Geen,Geen,Bedriegers,,Schandalen,Negatief,Niets,Geen
548,Man,62,Oost-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Ja,VB,"{Groen,CD&V,Vooruit,VLD}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Door de vele migranten die in ins land worden toegelaten zal de sociale zekerheid niet langer kunnen werken. De migranten kosten straks meer dan de pensioenen voor de mensen die gans hun leven hier GEWERKT hebben.,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,,Ja,Nee,Ja,Nee,Ja,Er is niets positief ; de jarenlange stakingen van de socialisten zijn zeer slecht voor de economie en voor de werkwilligen. Om nog maar de zwijgen over Freya Van Den Bossche en de terugdraaiende meter wat veel geld koste voor de gewone werkmens.,Geen,Bedrog- luiheid - egoïstisch - onkunde,,Schandalen,Negatief,het zijn dezelfde verliezers gebleven,Geen
143,Man,55,Antwerpen,GROTE agglomeraties,"licentiaat, master, postgraduaat","Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,VB}",N-VA,,,Weinig vertrouwen,Helemaal geen vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,overbevolking,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,"geen positieve woorden zijn hier voor te vinden, hadden dat beter niet gedaan",Geen,"Belachelijk, stompzinning en achterbaks",Achterbaks,Onbekwaam,Negatief,in niks,Geen
177,Man,75,Oost-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Ja,Nee,Nee,Ja,Nee,Ja,Nee,VLD,"{N-VA,VB,PVDA}",VLD,,,Veel vertrouwen,Veel vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,de covid crisis en dat de nva niet bezig is met de mensen maar er alles aan doet om de federale regering tegen te werken,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,kan niets positiefs bedenken,Geen,Belachelijke naam.Zijn het geen socialisten meer misschien?,,Slechte naamkeuze,Negatief,Dat vooruit niet meer verwijst naar socialistische partij,Naam
108,Vrouw,75,Antwerpen,Andere gemeenten,geef liever geen antwoord,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Nee,Nee,Nee,Nee,Nee,Nee,Ja,Blanco,"{Groen,VB,VLD}",CD&V,,,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"Teveel ambtenaren, ministers. Immigratie",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Verjonging,Brand identity: verjonging,Belofte niet nakomen,,Ontbreekt daadkracht,Evenwichtig,Jonger,Imago: jong
842,Vrouw,64,Vlaams-Brabant,Stedelijke gemeenten,"licentiaat, master, postgraduaat",Landbouwer,Nee,Nee,Ja,Nee,Nee,Nee,Nee,N-VA,"{Groen,Vooruit,PVDA}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Veel vertrouwen,Veel vertrouwen,Migranten,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Geen,Ongeldig,Bewegen,,Ongeldig,Ongeldig,Nvt,Geen
317,Vrouw,71,West-Vlaanderen,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Ja,Nee,Nee,Nee,Ja,Nee,CD&V,"{Groen,N-VA,Vooruit,VB,PVDA}",VLD,,,Redelijk vertrouwen,Veel vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Coronacrisis en subsidies,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Geen,Geen,Blijft socialisten,,Socialisten,Negatief,Niet,Geen
957,Man,51,Oost-Vlaanderen,GROTE agglomeraties,"lager TSO, BSO of artistiek (1ste 3 jaar)",Arbeidsongeschikt,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ander,"{Groen,N-VA,Vooruit}",Weet niet,,,Weinig vertrouwen,weet niet,weet niet,Helemaal geen vertrouwen,"Teveel politiekers, mekaar kapot maken",Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,,,,,,,,,,,,,,,,,,,,,"Ik walg van politiek, verdwijn",Geen,Bol het af,,Gestolen naam,Negatief,Niks gestolen,Geen
689,Vrouw,32,Antwerpen,Andere gemeenten,"lager TSO, BSO of artistiek (1ste 3 jaar)",Niet-geschoold arbeider,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Groen,CD&V,N-VA,Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Illegalen,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,,,,,Nee,,,Nee,,,,,,Ja,Ja,,Nee,Nee,Nee,Nee,,Buh,Ongeldig,Buh,,Ongeldig,Ongeldig,Niks,Geen
111,Man,46,Limburg,Sekundaire gemeenten,hoger algemeen secundair onderwijs,"Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Nee,Nee,Nee,Ja,Nee,Ja,PVDA,"{N-VA,VLD}",VB,,,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"De trage werking van justitie, dat eigenlijk niet meer is dan pure geldklopperij en incompetente rechters.",Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,,Nee,Nee,Nee,Nee,,Nee,,Nee,,Nee,,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Vernieuwd en klaar om er voor te gaan.,Innovatie - Vernieuwing,Buiten de naamsverandering is er niet veel veranderd.,,Marketingstunt,Evenwichtig,Eigenlijk in niets,Geen
460,Man,64,Oost-Vlaanderen,GROTE agglomeraties,"kandidaat, bachelor, graduaat",Werkloos,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ander,"{N-VA,VB,PVDA}",Ander,,,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Federalisatie,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Onduidelijk,Geen idee,Compleet onduidelijk waar ze voor staan.,,Onduidelijke visie/ideologie,Negatief,Niets (enkel de naam),Naam
873,Vrouw,52,Antwerpen,GROTE agglomeraties,hoger secundair beroepsonderwijs (BSO),Arbeidsongeschikt,Nee,Nee,Ja,Ja,Nee,Ja,Nee,N-VA,{VB},Niet stemmen,,,Helemaal geen vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,"Ons land is 1 groot probleem, een ongeleid projectiel. Eenduidigheid en duidelijkheid is er op geen enkel vlak.  De urgente, dat zijn er heel wat, problemen worden niet aangepakt, alles wordt steeds weer op de lange baan geschoven en meestal belanden er onder de tafelen dan in de prullenmand.  We zijn een landje, amper te zien op de wereldkaart, alsook in Europa zijn we peanuts, maar we hebben de meeste problemen, nog maar stom 3 grote verschillende verdelingen, Wallonië, Brussel, Vlaanderen....waarom noemen ze ons dan een land, de verdeeldheid is nergens groter dan in dit muizenlandje.  Nergens hebben ze meer regeringen dan in ons apenland, die uiteindelijk betaald worden met het belastingsgeld van de hard werkende, modale mensen, de rijken laten ze op alle gebied met rust....met alle gevolgen vandien.   Dit is al een eerste dringend probleem dat aangepakt mag worden, 1 regering met telkens 1 bevoegde minister, die hulp kan krijgen van een ondergeschikte, zou ons al héél veel kosten besparen.  Dan pas kan er gesproken worden over alle andere problemen die in ons land zo mislopen.  De gehele regering ziet door de bomen het bos niet meer!!",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,,Ja,Nee,Ja,Ja,Ja,Dat er wéér (belastingsgeld) geld mee gemoeid is om de naam Vooruit te mogen/kunnen gebruiken.,Geen,Connor denkt dat hij het warm water heeft uitgevonden of toch ongeveer.,,Kostprijs naam,Negatief,Om het voor oudere mensen moeilijker te maken waar Vooruit voor staat.  Zolang ik al weet dragen ze een naam die steeds concreet en direct gelinkt is met de socialisten.  Vooruit heeft geen enkele link voor een normaal denkend mens.,Beleid: weg van ideologie / socialisme
570,Vrouw,44,Limburg,Andere gemeenten,hoger algemeen secundair onderwijs,Werkloos,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Groen,{VB},sp.a,Te veel schandalen,,Redelijk vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Covid,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Ja,Sociaal bewogen,Sociaal,Corruptie,,Schandalen,Evenwichtig,Slechtere naam,Naam
811,Man,70,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Gepensioneerde,Nee,Ja,Ja,Nee,Ja,Nee,Nee,N-VA,{Geen},N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Particratie,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Sociaal,Sociaal,Corruptie,,Schandalen,Evenwichtig,Zal nog moeten blijken. Waarom het woord socialistisch opgeven ?,Geen
1016,Man,44,West-Vlaanderen,Andere gemeenten,hoger secundair beroepsonderwijs (BSO),Niet-geschoold arbeider,Nee,Nee,Ja,Nee,Ja,Nee,Nee,VB,{Vooruit},VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Met het coronavirus,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,,Ja,Nee,Nee,,Ja,Ja,,Ja,Nee,Ja,Nee,Nee,Geen,Ongeldig,Dat de slechte invloed niet meer met de sp.a wordt geassocieerd,,Ongeldig,Ongeldig,In niks,Geen
1117,Vrouw,22,Antwerpen,GROTE agglomeraties,"kandidaat, bachelor, graduaat",Scholier/Student / in opleiding,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Groen,"{N-VA,VB}",Groen,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,"Met ongelijkheid. We merken op verschillende aspecten dat mensen ongelijkheid sterk ervaren bv. Toegankelijkheid universiteiten, diversiteit op de werkvloer, hulpverleningsorganisaties waar het team niet divers is waardoor het moeilijk is om hulp te verlenen of 1 collega als tolk voortdurend andere collega's moet ondersteunen (werklast), maar ook armoede (sterk opgemerkt tijdens corona)",Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,,,Nee,Nee,,Ja,,Nee,,Ja,,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,"De naam zegt het zelf, vooruit gaan met de burgers zeker in tijden van nood",Innovatie - Vernieuwing,Dat er niet meer gekeken wordt wat ervoor heeft gezorgd waarom we niet vooruit konden,,Slecht leiderschap,Evenwichtig,Vooruit lijkt meer divers,DG: breder
135,Man,53,Antwerpen,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,Scholier/Student / in opleiding,Nee,Nee,Nee,Nee,Ja,Nee,Nee,VB,"{Vooruit,VLD,PVDA}",VB,,,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"De onkunde van diegenen die verkozen zijn of zelfs van diegenen die niet verkozen zijn, maar toch minister mogen worden zoals Frankje Fraudeur. Als je dat democratie wil noemen, schaf ze dan ineens helemaal af als je als overheid toch gewoon uw zin wil doen!",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,"Die zijn er niet, als je als voorzitter een fraudeur terug binnenhaalt en hem nog minister laat worden ook, dan verlies je als partij bij mij alle krediet. Het zag er even naar uit dat Rouseau een frisse wind door de partij zou laten blazen waardoor alle schandalen van de afgelopen decenia waar ze bij betrokken zijn geweest wat zouden kunnen vergeten worden, maar als snel bleek dat ie gewoon zoals al zijn voorgangers is. Postjes verdelen, dat is het enige wat telt.",Geen,Dat heb ik daarnet al gezegd,,Schandalen,Negatief,"Totaal niet, andere naam zelfde profiteurs, knoeiers en sjoemelaars. Dat heeft alleen een hoop geld gekost, en voor wat gaan we wedden dat over een paar jaar die naam weer terug veranderen?",Naam
260,Man,71,Oost-Vlaanderen,Sekundaire gemeenten,"kandidaat, bachelor, graduaat",Vrij beroep,Nee,Ja,Ja,Nee,Ja,Ja,Ja,VB,{Vooruit},N-VA,,,Weinig vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Ze zijn eerder bezig met hun postjes en met zelf rijk worden in plaats van zich weldelijk en daadwerkelijk in te zetten voor de bevolking! Een oprecht en daadkrachtig besluit dat hebben de mensen nodig in plaats van mensen die rijk willen worden op de kap van de gewone bevolking!,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,"Aan die partij is niets positief: mensen veel beloven, maar heel weinig geven. Of geven en dan weer afpakken! Zand in de mensen hun ogen gooien, daar zijn die goed in.",Geen,Dat heb ik in vorige vraag gezegd.,,Ontbreekt daadkracht,Negatief,Naamsverandering om mensen op een andere manier leugens wijs te maken.,Marketingstunt
726,Man,54,Limburg,Andere gemeenten,hoger algemeen secundair onderwijs,"Andere bediende die geen kantoorwerk uitvoert (vb. verpleegsters, onderwijzers, politiemannen,…)",Nee,Ja,Nee,Nee,Ja,Nee,Ja,PVDA,{VLD},PVDA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"De Corona crisis heeft zware gevolgen op alle vlakken van de samenleving. Daar bovenop komt de corruptie en onbekwaamheid van onze politici, zoal El quaoekabi of hoe noemt die troela. Gewoon schandalig!",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,,Nee,,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Dat ze opkomen voor de zwakkere in de samenleving.,DG: Kwetsbaren,Dat ze te sociaal zijn en ook profiteurs helpen.,,Te links,Evenwichtig,Enkel andere naam.,Naam
480,Man,44,Antwerpen,GROTE agglomeraties,"licentiaat met aanvullend diploma, MaNaMa","Middenkader, verantwoordelijk voor 5 werknemers of minder",Nee,Nee,Ja,Ja,Nee,Ja,Ja,N-VA,{CD&V},PVDA,,,Helemaal geen vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Helemaal geen vertrouwen,het functioneert niet meer door de gebrekkige kwaliteit van onze politici,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,er zijn geen positieve woorden,Geen,De Vooruit is een concertgebouw in Gent!!!!!!!!!,,Gestolen naam,Negatief,"Niets, de nada, zip!",Geen
926,Man,61,Vlaams-Brabant,Sekundaire gemeenten,hoger secundair technisch of artistiek onderwijs,Gepensioneerde,Nee,Nee,Ja,Nee,Ja,Nee,Nee,N-VA,"{Groen,CD&V,Vooruit}",N-VA,,,Weinig vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,Veel vertrouwen,"Door een overvloed aan migratie van tijdens de jaren 60 gevolgd door hereniging van families (grootouders !!) en de islamisering, later de migratie overvloed van de zogezegde ”oorlogsmigranten” (net buiten hun grenzen is er geen oorlog meer en hebben ze dezelfde cultuur, hetzelfde eten en dezelfde gewoontes maar neen ze moeten persee naar West Europese landen) zijn wij in een land waar criminaliteit hoge toppen bereiken, de minachting naar onze cultuur zelfs niet meer gestraft wordt en de islamisering van de meeste grote steden een feit is. Tel daarbij de kibbelende politici die meer belang hechten aan hun volgende verkiezings campagne dan aan het welzijn van de ECHTE Belgen en geldzucht in het algemeen maar het egoïsme in het bijzonder van de meeste bewoners van ons landje.",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,,Ja,Ja,,Ja,Ja,Ja,Ja,Ja,"Géén, bende salon sossen. Feestje vieren in het Zuiden van Frankrijk en dan prediken dat wij (al de andere Belgen) voorzichtig moeten. Of niet verkiesbaar zijn en een ministerspost bekleden",Geen,De naam Vooruit (duur) betaald of eerder ”gepikt”,,Gestolen naam,Negatief,In NIETS !!!,Geen
92,Man,64,Oost-Vlaanderen,Andere gemeenten,hoger secundair technisch of artistiek onderwijs,In prepensioen,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Vooruit,"{Groen,CD&V,N-VA,VB,VLD}",sp.a,,,Redelijk vertrouwen,Redelijk vertrouwen,Helemaal geen vertrouwen,Helemaal geen vertrouwen,"De totale versnippering van het politieke landschap, waardoor niks meer functioneert zoals het hoort. Daar profiteren vooral de rechts- populistische partijen van...",Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,"een open""beweging"" die gelijksgestemden wil samenbrengen in het politiek landschap. (Zelfs partijlozen)",Gedrag: Open,De naam is ongelukkig gekozen,,Gestolen naam,Evenwichtig,"Meer ""open""",Gedrag: open
1166,Vrouw,23,Oost-Vlaanderen,Stedelijke gemeenten,"kandidaat, bachelor, graduaat",Scholier/Student / in opleiding,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Vooruit,"{Groen,VB,PVDA}",VLD,,Nieuwe richting die partij uitgaat spreekt me aan,Weinig vertrouwen,Redelijk vertrouwen,Weinig vertrouwen,Redelijk vertrouwen,"Onder andere te weinig subsidies in de zorg, welke zorgt voor uitbuiting van het personeel & arts-patiënten wat weerslag heeft op welzijn patiënt & covid situatie",Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,,Nee,Nee,Ja,Nee,Nee,Nee,,Nee,,Nee,Ja,Nee,Nee,,Nee,Ja,Nee,Nee,Ja,"De naam of de partij? De partij lijkt een nieuwe weg in te slaan, de naam is een goede bodem voor mopjes als het kiezerpercentage zakt volgende verkiezingen",Innovatie - Vernieuwing,"De naam is vaag, geeft de persoonlijkheid van de partij niet weer",,Slechte naamkeuze,Evenwichtig,naam,Naam
603,Vrouw,20,Antwerpen,GROTE agglomeraties,hoger algemeen secundair onderwijs,Scholier/Student / in opleiding,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Vooruit,{VB},sp.a,,,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Weinig vertrouwen,Covid,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,,,Nee,Nee,,Ja,,,,Ja,,Nee,Nee,,Nee,Nee,Nee,Nee,Nee,Goede socialistische partije,Sociaal,De naam spa is beter,,Slechte naamkeuze,Evenwichtig,Geen idee,Geen
183,Man,41,Oost-Vlaanderen,GROTE agglomeraties,"licentiaat, master, postgraduaat","Andere bediende die hoofdzakelijk kantoorwerk uitvoert (vb.secretaresses, assistenten,…)",Ja,Nee,Nee,Ja,Nee,Nee,Ja,Groen,"{N-VA,VB}",sp.a,Voorruit staat niet meer voor solifdariteit,,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,Redelijk vertrouwen,toenemende kloof tussen arm en rijk,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ik heb hier weinig tot geen positieve woorden voor.,Geen,De naam van een kunstencentrum inpikken om je eigen tanende macht te proberen redden en tegelijkertijd de populistische tour op te trekken is beneden alle peil,Populistisch,Marketingstunt,Negatief,De solidariteit en verdwenen ten voordelen van een 'beweging' onder de vleugels van een leider die wel heel autoritaire trekjes vertoont,C: slecht leiderschap
